epoch,train_loss,val_loss,val_dice,val_precision,val_recall,lr
26,0.9773983624246385,0.9426033713600852,0.17880434492094952,0.1062191863628951,0.9568883939222856,0.0001
27,0.9753825863202413,0.9420184005390514,0.18285063992847095,0.10869981297715144,0.9657921249216254,0.0001
28,0.9753173357910581,0.9424180767752908,0.17871390384706584,0.10605185229161923,0.952847497029738,0.0001
29,0.9744543565644158,0.9420612942088734,0.1808422665027055,0.1074311960996552,0.9554150429638949,0.0001
30,0.9754006531503465,0.9422880194403909,0.17359789604829115,0.1025913154960356,0.9563385627486489,0.0001
31,0.976394212908215,0.9412544044581327,0.18194873783398757,0.10773942374031652,0.9693173820322211,0.0001
32,0.9753919343153635,0.9414083795113997,0.19015087390487845,0.11365343096920034,0.9657099734653126,0.0001
33,0.9756283031569587,0.941028502854434,0.1868508453057571,0.1111776094714349,0.9679157354614951,0.0001
34,0.9754629996087816,0.9411177201704546,0.1815571654587984,0.10762064692310312,0.9633228507908908,0.0001
35,0.9764504465791914,0.941013141111894,0.18546673824841325,0.11022252953526648,0.9639009074731306,0.0001
36,0.9750263161129422,0.9407490546053107,0.192007713527842,0.11467714709314433,0.9649490118026733,0.0001
37,0.9750698937310113,0.9411986199292269,0.1893052455376495,0.11325826453553005,0.9594003124670549,0.0001
38,0.9756902853647867,0.9407780170440674,0.18935189108279618,0.11299737940796396,0.9648964675990018,0.0001
39,0.974994444184833,0.9407327500256625,0.1873439255763184,0.11165715957229788,0.9641596945849332,0.0001
40,0.975872149070104,0.9411516189575195,0.18999229693277317,0.1137517433274876,0.9512312087145719,0.0001
41,0.9745042257838779,0.9405088207938455,0.19308746707710353,0.11551722731779922,0.9580387364734303,0.0001
42,0.9743353459570143,0.9403153170238842,0.19188263487409463,0.11463187059218233,0.9658639322627675,0.0001
43,0.9743852747811211,0.9400082664056257,0.19732953150841323,0.11852540990168398,0.9623394229195334,0.0001
44,0.974509146478441,0.9402188821272417,0.19296397573568605,0.11544275139881806,0.961264122616161,0.0001
45,0.9757413797908359,0.9400469606572931,0.1786301595751535,0.10549285389821637,0.9667134772647511,0.0001
46,0.9740331802103255,0.9398841586979952,0.202679862014272,0.12223235035145824,0.9650182290510698,0.0001
47,0.9746121035681831,0.9396731203252618,0.20361646044660697,0.1228844051841985,0.960751555182717,0.0001
48,0.975154459476471,0.9400130347772078,0.19018932194872337,0.11353019396351142,0.9545527317307212,0.0001
49,0.9738818605740865,0.9400661479343068,0.18848193843256345,0.11230351335623047,0.9469312862916426,0.0001
50,0.9746256801817152,0.9399336251345548,0.19271653060885993,0.1152502168816599,0.949511544270949,0.0001
51,0.9736382861932119,0.9397379159927368,0.20576012981208888,0.12458469481630759,0.9446496204896406,0.0001
52,0.974974642197291,0.9395655447786505,0.20510107566687194,0.1239174297079444,0.9519546031951904,0.0001
53,0.9747573766443465,0.9388400316238403,0.19245961139147932,0.11462255025451834,0.9668294787406921,0.0001
54,0.9753819670942094,0.9393714178692211,0.19485515034334225,0.11671462629667738,0.9466959129680287,0.0001
55,0.9744462536440955,0.9391998052597046,0.19406692023304375,0.11607977256856182,0.9529137448831038,0.0001
56,0.9745332764254676,0.9396262873302806,0.1998529303818941,0.12037154701961712,0.9435054334727201,0.0001
57,0.9740044607056512,0.938856384970925,0.18654367700219154,0.11065412939272144,0.9594726887616244,0.0001
58,0.9747412204742432,0.9390868707136675,0.19974756596440618,0.12012222527780315,0.9488535198298368,0.0001
59,0.9747782515154945,0.9387723153287714,0.20187569291076876,0.1215055791491812,0.9497128562493757,0.0001
60,0.973307900958591,0.9382034756920554,0.2016210498457605,0.12107145904817364,0.960344292900779,0.0001
61,0.9726505445109473,0.9387147534977306,0.19436084885488858,0.1162311944433234,0.9467877691442316,0.0001
62,0.9736194080776639,0.9380610585212708,0.2091241064058109,0.12630813585763628,0.9533494006503712,0.0001
63,0.9733676777945625,0.9382144375280901,0.19782285460016943,0.11862440813671458,0.9477866237813776,0.0001
64,0.9733105169402229,0.9383543838154186,0.1928527859801596,0.1150601018558849,0.9440596753900702,0.0001
65,0.9744516379303403,0.9383703470230103,0.19395252486521547,0.11589906153015116,0.9403851899233732,0.0001
66,0.9743412633736929,0.9381592598828402,0.19427515143020588,0.11614170238714326,0.9448872858827765,0.0001
67,0.974302159415351,0.9378900040279735,0.18866230716759508,0.11193568699739197,0.9531558481129733,0.0001
68,0.9733063611719344,0.9371299364350059,0.19321976534344934,0.11494641090658578,0.9585479877211831,0.0001
69,0.9738148715760973,0.9373022046956149,0.18524958904493938,0.10961115216328339,0.9551565809683367,0.0001
70,0.9731919765472412,0.9376221678473733,0.18938340111212296,0.11254029780287635,0.9474099441008135,0.0001
71,0.9731431934568617,0.9370563463731245,0.1916617016223344,0.11404080130159855,0.949753614989194,0.0001
72,0.9723878602186838,0.9375648444349115,0.18463558686727827,0.109429155561057,0.9440240047194741,0.0001
73,0.9720790187517802,0.9369076707146384,0.18894386833364313,0.11205156401477077,0.9465749805623834,5e-05
74,0.9728425708081987,0.9372525811195374,0.19279862500049852,0.11496973579580133,0.9361903775822032,5e-05
75,0.9737853308518728,0.9372886094180021,0.19314140352335843,0.11521051925691692,0.9364040656523271,5e-05
76,0.9723158876101176,0.9369411360133778,0.19236506369303574,0.11463748680597002,0.9403424263000488,5e-05
77,0.9735827313529121,0.9371909336610273,0.18957664411176334,0.11275118817998604,0.9344451319087635,5e-05
78,0.9724162154727511,0.9367801926352761,0.19235718047077005,0.11444127288731662,0.9413663961670615,5e-05
79,0.9723924928241305,0.9366863153197549,0.18636965142054993,0.11033336208625273,0.9420979456468062,5e-05
80,0.9724040263228946,0.9362575032494285,0.18763635510748083,0.1110979604788802,0.9457826343449679,5e-05
81,0.9747326208485497,0.9370293508876454,0.18679190816527064,0.1108677348291332,0.9338605295528065,5e-05
82,0.972653673754798,0.9366112459789623,0.18776478313586928,0.11143175504085692,0.9368260123512961,5e-05
83,0.9735629260540009,0.9365693384950812,0.1888896513052962,0.1122055725956505,0.9353978958996859,5e-05
84,0.9732975231276618,0.9364698475057428,0.18510300090367143,0.1095495881004767,0.9384123466231606,2.5e-05
85,0.9719187650415633,0.9364254745570096,0.18499390628527512,0.10947760770266707,0.9348767074671659,2.5e-05
86,0.9731596012910207,0.9362019517204978,0.1874691920185631,0.11114536191929471,0.9392883723432367,2.5e-05
87,0.970637129412757,0.936469706622037,0.1832745854150165,0.10838739277625625,0.9337824528867548,2.5e-05
